ชื่อย่อหลักทรัพย์,กลุ่มอุตสาหกรรม,หมวดธุรกิจ,ที่อยู่,เบอร์โทรศัพท์,เบอร์โทรสาร,URL,พาร์,จำนวนหุ้นจดทะเบียน (ล้านหุ้น),มูลค่าหลักทรัพย์ตามราคาตลาด (ลบ.),ราคา (บาท/หุ้น),มูลค่าหุ้นทางบัญชีต่อหุ้น (บาท/หุ้น),P/BV (X),P/E (X),อัตราหมุนเวียนปริมาณการซื้อขาย (%),มูลค่าซื้อขาย/วัน (ลบ.),Beta,การเปลี่ยนแปลงของราคา (%),อัตราเงินปันผลตอบแทน (%),อัตราส่วนเงินปันผลต่อกำไร,นโยบายเงินปันผล,ผู้ถือหุ้นรายใหญ่,จำนวนหุ้น,สัดส่วนหุ้น,สินทรัพย์รวม,หนี้สินรวม,ส่วนของผู้ถือหุ้น,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,กำไร (ขาดทุน) จากกิจกรรมอื่น,กำไรสุทธิ,กำไรต่อหุ้น (บาท)
PROS,อสังหาริมทรัพย์และก่อสร้าง,,เลขที่ 11 ซอยนาคนิวาส 20 ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กทม. 10230,0-2514-3113,0-2514-3553,http://www.prosperengineering.co.th,0.50 บาท,540.00,1155.60,2.14,0.94,2.28,,16.49,2.20,0.89,-29.14,2.80,,ไม่ต่ำกว่าร้อยละ 50.00 ของกำไรสุทธิหลังหักภาษีเงินได้นิติบุคคล สำหรับงบการเงินเฉพาะกิจการ และหลังหักเงินสำรองต่างๆ ทุกประเภทตามที่กฎหมายและบริษัทได้กำหนดไว้ (โดยมีเงื่อนไขเพิ่มเติม),นาย พงศ์เทพ รัตนแสงสรวง,128500000,23.80,945.29,430.96,506.95,270.00,264.75,-,-20.46,-0.04
PROSPECT,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,เลขที่ 345 อาคาร 345 สุรวงศ์ ชั้น 5 ถนนสุรวงศ์ แขวงสุริยวงศ์ เขตบางรัก กทม. 10500,0-2697-3788,0-2697-3794,http://www.prospectreit.com,9.6672 บาท,245.00,2499.00,10.20,9.49,1.07,-,13.11,3.21,0.23,-4.67,7.68,,ไม่น้อยกว่าร้อยละ 90.0 ของกำไรสุทธิที่ปรับปรุงแล้วของรอบปีบัญชี (โดยมีเงื่อนไขเพิ่มเติม),-0.97,-0.14,-0.06,3534.69,1208.47,-,-,109.58,-76.45,-,-
PROUD,อสังหาริมทรัพย์และก่อสร้าง,,เลขที่ 900 อาคารต้นสนทาวเวอร์ ชั้น 6 ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กทม. 10330,0-2035-0999,0-2035-0998,http://www.proudrealestate.co.th,1.00 บาท,641.47,1058.42,1.65,0.87,1.90,,27.74,2.95,0.55,4.43,,,ไม่น้อยกว่าร้อยละ 40 ของกำไรสุทธิภายหลังหักภาษีเงินได้นิติบุคคล เงินสำรองตามกฎหมาย และเงินสำรองอื่น ๆ (โดยมีเงื่อนไขเพิ่มเติม),นาย พสุ ลิปตพัลลภ,226046445,35.24,4165.67,3608.06,557.61,641.47,0.29,-,-38.31,-0.06
PSG,อสังหาริมทรัพย์และก่อสร้าง,,11/1 อาคารเอไอเอ สาทร ทาวเวอร์ ชั้น 21 ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กทม. 10120,0-2018-7190-8,0-2018-7199,http://www.psgcorp.co.th,1.00 บาท,64992.44,69541.91,1.07,0.02,58.87,,20.01,133.21,2.21,84.48,,,ไม่น้อยกว่าร้อยละ 50 ของกำไรสุทธิหลังภาษีและสำรองตามกฎหมาย( โดยมีเงื่อนไขเพิ่มเติม),นาง ปณิชา ดาว,51994000000,80.00,1272.51,91.19,1181.32,64992.44,12.73,-,-19.01,-
PSH,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,เลขที่ 1177 อาคาร เพิร์ล แบงก์ค็อก ถนนพหลโยธิน แขวงพญาไท เขตพญาไท กทม. 10400,0-2080-1739,0-2080-1700,http://www.psh.co.th,1.00 บาท,2188.50,28669.41,13.10,20.05,0.65,12.47,9.12,26.75,0.79,0.77,7.33,0.91,ไม่ต่ำกว่าร้อยละ 50 จากกำไรสุทธิของผลการดำเนินงานของกลุ่มบริษัท PSH (จากงบการเงินรวม) ภายหลังจากการหักทุนสำรองต่างๆ ตามกฎหมายทั้งหมดแล้ว,นาย ทองมา วิจิตรพงศ์พันธุ์,1318190000,60.23,70850.49,26220.58,43870.48,2188.51,5980.98,14.57,551.68,0.25
PSL,บริการ,ขนส่งและโลจิสติกส์,"เลขที่ 8 ชั้นที่ จี, 7, 8, และ 9 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กทม. 10500",0-2696-8800,"0-2236-7654, 0-2633-8460",http://www.preciousshipping.com,1.00 บาท,1559.29,28846.90,18.50,9.59,1.93,5.35,128.19,345.17,1.22,11.45,9.46,0.65,ไม่ต่ำกว่าร้อยละ 25 ของผลกำไรสุทธิหลังหักภาษีและสำรองตามกฎหมาย,บริษัท โกลเบ๊กซ์ คอร์ปอเรชั่น จำกัด,442857535,28.40,23592.78,8646.43,14946.31,1559.29,2283.46,1.88,1293.92,0.83
PSTC,ทรัพยากร,,เลขที่ 389 อาคารพีเอสทีซี ถนน วิภาวดีรังสิต แขวง สามเสนใน เขตพญาไท กทม. 10400,0-2526-9999,0-2408-6235,http://www.pst.co.th,0.50 บาท,2371.95,5170.85,2.18,2.26,0.96,,48.73,25.22,0.97,-18.05,,,ไม่ต่ำกว่าร้อยละ 50 ของกำไรสุทธิของงบการเงินเฉพาะของกิจการภายหลังหักภาษีและเงินทุนสำรองตามกฏหมายและทุนสำรองอื่น (ถ้ามี),นาย ธนัช ปวรวิปุลยากร,476300000,20.08,7758.69,2383.40,5370.31,1185.97,503.69,-3.29,-40.58,-0.02
PT,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,"อาคารพรีเมียร์คอร์เปอเรทปาร์ค, 1 ซอยพรีเมียร์ 2 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กทม. 10250","0-2301-1000, 0-2301-1809",0-2398-2816,http://www.premier-technology.co.th,1.00 บาท,283.89,1788.50,6.30,2.38,2.65,13.97,61.04,10.56,0.65,5.88,10.48,1.46,ไม่น้อยกว่าร้อยละ 50 ของกำไรสุทธิหลังหักภาษีเงินได้ และสำรองตามจำนวนที่กฎหมายกำหนด (โดยมีเงื่อนไขเพิ่มเติม),นาง วิมลทิพย์ พงศธร,104915966,36.96,1804.23,1129.58,674.64,283.89,599.86,1.27,33.29,0.12
PTC,ทรัพยากร,,เลขที่ 2034/69 อาคารอิตัลไทย ทาวเวอร์ ชั้น 15 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กทม. 10310,0-2318-4013,0-2318-4014,http://www.premiertankcorp.com,0.50 บาท,410.00,1566.20,3.82,2.01,1.90,16.61,727.07,181.77,1.20,9.14,2.62,0.43,ไม่น้อยกว่าร้อยละ 40ของกำไรสุทธิของงบการเงินเฉพาะกิจการหลังหักภาษีเงินได้และเงินสำรองต่าง ๆ ทุกประเภท ตามที่กำหนดไว้ในกฎหมายและข้อบังคับของบริษัท (โดยมีเงื่อนไขเพิ่มเติม),บริษัท ไพร์มเกน โฮลดิ้ง จำกัด,104996000,25.61,864.22,38.32,825.90,205.00,55.51,-,24.80,0.07
PTECH,บริการ,สื่อและสิ่งพิมพ์,41/1 ซอยวัดสวนส้ม ถนนปู่เจ้าสมิงพราย ตำบลสำโรงใต้ อำเภอพระประแดง สมุทรปราการ 10130,"0-2394-4374-5, 0-2754-2650",0-2384-0917,http://www.tbsp.co.th,1.00 บาท,244.87,5632.04,23.00,3.96,5.81,,0.26,0.20,0.10,2.83,3.26,,ไม่ตํ่ากว่าร้อยละ 40 ของกำไรสุทธิหลังหักภาษีเงินได้นิติบุคคลและสำรองตามกฎหมายแล้วในแต่ละปี (โดยมีเงื่อนไขเพิ่มเติม),บริษัท สบาย เทคโนโลยี จำกัด (มหาชน),150193458,73.54,1956.40,948.23,968.82,244.87,162.85,-,55.62,0.27
PTG,ทรัพยากร,พลังงานและสาธารณูปโภค,เลขที่ 90 อาคารซีดับเบิ้ลยู ทาวเวอร์ เอ ชั้นที่ 33 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กทม. 10310,"0-2168-3377, 0-2168-3388","0-2168-3379, 0-2168-3389",http://www.ptgenergy.co.th,1.00 บาท,1670.00,24048.00,14.40,4.93,2.92,37.87,81.60,186.50,1.16,-4.64,1.74,0.66,ไม่น้อยกว่าร้อยละ 30 ของกำไรสุทธิของงบการเงินเฉพาะบริษัทภายหลังจากหักภาษีและเงินทุนสำรองตามกฎหมายและเงินสำรองอื่น (ถ้ามี) (โดยมีเงื่อนไขเพิ่มเติม),บริษัท รัชกิจ โฮลดิ้ง จำกัด,419504000,25.12,44732.32,36394.54,8229.62,1670.00,39058.16,20.25,160.04,0.10
PTL,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,"อาคารโอเชี่ยนทาวเวอร์ 2 ชั้น 18, 75/26 สุขุมวิท 19 (อโศก) แขวงคลองเตยเหนือ เขตวัฒนา กทม. 10110",0-2665-2706-8,0-2665-2705,http://www.polyplexthailand.com,1.00 บาท,900.00,20790.00,23.10,19.81,1.17,5.86,32.20,69.39,0.91,-2.94,5.67,0.36,ประมาณร้อยละ 40 ของกำไรสุทธิในแต่ละปี โดยพิจารณาปัจจัยต่างๆ ประกอบด้วยสภาวะเศรษฐกิจ แผนการขยายธุรกิจ โอกาสในการปรับปรุงประสิทธิภาพต่างๆ ในอนาคต ฐานะการเงินและสภาพคล่องของบริษัทฯ ตลอดจนจะต้องได้รับการอนุมัติจากที่ประชุมผู้ถือหุ้นของบริษัทฯ,POLYPLEX (ASIA) PTE LTD.,303664706,33.74,25561.88,7640.06,17827.25,900.00,21605.03,327.99,3549.79,3.94
